Sex,MaritalStatus,Age,Education,Occupation,YearsInSf,DualIncome,HouseholdMembers,UnderEighteen,HouseholdStatus,TypeOfHome,EthnicClass,Language,Income
two,five,two,four,four,unknown,one,unknown,zero,two,five,six,three,three
two,five,two,five,six,one,one,four,one,three,one,seven,one,seven
one,one,three,three,three,five,two,two,zero,two,one,seven,one,six
two,one,three,three,three,five,two,two,zero,two,one,seven,one,six
one,unknown,five,four,three,five,two,four,two,one,one,two,one,eight
one,four,six,six,eight,five,one,two,zero,two,three,seven,one,nine
two,five,one,two,two,five,one,four,two,one,one,seven,one,seven
one,five,three,four,two,five,one,one,zero,two,three,five,one,four
two,five,two,three,six,four,one,four,one,three,two,seven,one,one
two,two,one,two,two,one,one,two,two,two,three,seven,one,one
one,five,two,three,one,three,one,one,zero,two,three,seven,one,four
one,five,three,three,one,three,one,four,zero,two,three,seven,one,eight
one,five,two,six,one,two,one,one,one,two,three,seven,one,seven
two,one,four,six,one,five,two,two,zero,one,one,seven,one,nine
two,five,two,five,two,five,one,five,zero,three,one,seven,one,six
one,one,five,three,one,five,two,two,zero,one,one,seven,one,eight
one,two,two,three,four,five,two,unknown,zero,two,three,five,one,one
one,five,three,three,one,five,one,two,zero,two,one,seven,one,two
two,one,seven,three,eight,two,one,three,zero,one,one,seven,one,two
one,one,four,four,one,unknown,three,six,four,one,one,three,one,eight
two,one,three,six,one,five,two,two,zero,one,two,two,one,eight
two,one,two,five,one,five,two,two,zero,two,three,seven,one,seven
one,one,three,four,one,five,two,two,zero,two,three,seven,one,eight
one,three,three,five,one,four,one,four,zero,one,one,six,one,seven
one,one,two,six,six,two,three,two,zero,two,three,two,three,three
one,five,two,five,one,one,one,three,zero,two,three,two,one,three
two,two,two,three,nine,five,one,four,two,two,three,five,one,one
one,five,two,three,six,five,one,eight,four,three,one,eight,one,six
one,one,five,four,five,five,two,two,zero,two,one,seven,one,eight
one,five,four,four,one,five,one,one,zero,one,one,seven,one,seven
two,one,two,four,four,five,two,two,zero,two,three,seven,one,three
one,two,three,four,one,three,two,two,zero,two,three,seven,one,six
two,five,two,four,four,two,one,one,zero,two,three,two,three,three
two,five,one,two,six,two,one,five,two,three,unknown,two,three,one
one,one,five,five,one,three,two,four,two,two,one,seven,one,nine
one,five,two,four,one,one,one,two,zero,two,one,seven,one,nine
two,three,three,three,three,five,one,six,three,two,one,seven,one,four
one,one,three,five,one,five,two,three,one,two,three,three,one,seven
one,three,four,three,three,two,one,one,zero,two,three,seven,one,three
two,five,two,four,four,five,one,eight,three,three,one,five,two,eight
two,five,one,two,six,four,one,three,two,three,one,five,one,one
one,five,three,five,one,three,one,one,zero,two,three,seven,one,seven
two,five,three,three,three,five,one,one,zero,two,one,seven,one,five
one,five,three,six,one,two,one,one,zero,two,three,two,one,six
two,five,five,three,four,five,one,one,zero,two,three,seven,one,four
two,five,three,six,one,one,one,two,zero,two,three,seven,one,nine
one,one,four,six,one,five,two,two,zero,one,one,seven,one,nine
one,two,six,five,one,five,one,two,zero,one,one,seven,one,nine
two,five,two,four,four,five,one,one,zero,two,three,seven,one,five
one,one,three,five,one,two,three,two,zero,two,three,two,three,seven
one,five,three,five,one,four,one,one,zero,two,two,seven,one,eight
one,one,six,five,eight,five,three,two,zero,one,one,seven,three,six
one,two,five,two,three,five,three,three,one,two,one,five,one,six
two,five,two,four,one,four,one,four,two,one,one,seven,one,five
two,five,one,two,six,five,one,two,one,three,two,two,one,one
two,five,one,two,six,three,one,four,two,three,three,two,three,one
one,five,one,two,two,five,one,two,one,three,one,five,one,one
one,five,two,three,six,five,one,three,zero,two,one,seven,one,one
two,five,two,three,six,five,one,five,three,three,one,seven,one,nine
one,five,four,six,one,four,one,one,zero,two,three,seven,one,seven
one,five,four,five,one,two,one,one,zero,two,three,seven,one,six
one,five,two,four,two,two,one,unknown,zero,two,three,five,two,two
one,one,two,six,one,one,two,two,zero,two,three,seven,one,seven
one,five,one,two,six,five,one,four,two,three,one,seven,one,one
two,one,three,five,one,one,two,two,zero,two,three,seven,one,seven
two,five,one,two,six,four,one,three,one,three,one,two,three,one
two,five,one,two,six,unknown,one,five,one,three,unknown,five,one,one
two,two,four,four,one,five,one,two,zero,one,one,seven,one,eight
two,three,two,four,one,unknown,one,two,zero,one,one,seven,one,six
two,five,two,four,six,five,one,unknown,zero,two,three,five,one,one
two,five,two,four,six,five,one,seven,three,three,one,five,two,four
one,one,four,four,one,two,two,four,two,two,three,seven,three,five
two,one,three,six,one,four,two,four,two,two,three,three,one,eight
two,two,three,four,four,two,one,two,zero,two,three,seven,one,four
two,five,four,five,one,five,one,one,zero,one,one,seven,one,eight
one,one,four,four,one,five,two,two,zero,one,two,seven,three,eight
two,five,three,three,two,five,one,three,zero,two,three,seven,one,six
two,five,one,two,six,five,one,three,one,three,one,eight,one,one
two,five,two,four,one,three,one,unknown,zero,unknown,unknown,seven,one,two
two,one,five,five,one,five,two,three,zero,one,one,eight,one,eight
one,five,three,four,seven,one,one,one,zero,unknown,five,seven,one,two
one,five,two,five,one,one,one,two,zero,two,three,seven,one,six
two,five,two,three,two,two,one,four,one,three,three,three,one,one
two,one,five,four,five,five,three,three,zero,one,unknown,seven,one,nine
two,one,three,six,one,five,two,two,zero,two,one,seven,one,seven
two,one,three,four,four,two,two,two,zero,two,three,seven,one,seven
two,three,three,three,two,five,one,two,one,two,one,seven,one,five
two,five,three,four,one,five,one,one,zero,two,one,seven,one,three
one,five,three,six,one,three,one,one,zero,two,three,seven,one,eight
one,five,five,five,one,five,one,one,zero,two,three,seven,one,seven
one,five,three,five,one,five,one,one,zero,two,one,seven,one,six
two,four,seven,four,eight,five,one,two,zero,one,one,seven,one,two
two,four,seven,three,six,five,one,one,zero,unknown,one,seven,one,one
one,one,five,three,one,five,two,two,zero,two,one,two,one,seven
two,one,three,five,one,three,two,two,zero,two,two,six,one,nine
one,five,three,five,one,two,one,one,zero,two,three,seven,one,eight
two,five,one,two,nine,five,one,three,two,three,three,five,two,one
one,five,three,five,one,one,one,one,zero,two,three,seven,one,eight
two,five,one,two,six,five,one,five,three,three,five,seven,three,one
two,four,six,four,one,five,one,one,zero,one,four,seven,one,seven
one,five,two,six,six,five,one,one,zero,two,two,seven,unknown,one
two,five,three,four,two,four,one,two,zero,two,three,seven,one,six
one,five,two,four,six,two,one,three,zero,two,three,two,one,three
two,one,two,four,one,five,two,two,zero,two,three,seven,one,eight
one,one,three,six,one,five,two,two,zero,two,one,seven,one,eight
one,five,three,six,one,two,one,one,zero,two,three,seven,one,six
two,five,one,two,six,five,one,five,three,three,one,five,one,one
one,one,three,four,seven,three,two,four,two,two,three,unknown,one,seven
two,five,two,four,one,five,one,unknown,one,two,one,five,two,two
one,five,three,six,six,unknown,one,one,zero,two,three,seven,one,two
two,one,four,four,four,five,two,three,zero,one,four,one,one,five
one,five,three,four,seven,unknown,one,one,zero,three,unknown,five,two,three
two,one,three,five,two,two,two,two,zero,two,three,two,three,seven
one,one,three,two,four,four,two,three,one,two,three,seven,one,six
one,one,four,five,two,unknown,two,five,zero,one,one,two,three,eight
one,five,three,four,six,five,one,one,zero,two,three,two,one,one
two,one,four,four,one,unknown,two,three,one,two,three,seven,one,five
one,five,three,five,two,four,one,one,zero,one,two,seven,one,eight
one,one,four,three,four,two,three,two,zero,two,three,seven,one,five
two,two,three,three,four,two,one,two,zero,two,three,three,one,two
two,one,four,three,five,unknown,three,four,two,one,one,five,one,seven
two,three,six,four,seven,five,one,one,zero,two,one,seven,one,three
two,one,seven,six,five,two,two,two,zero,two,three,seven,one,six
one,one,two,five,seven,unknown,two,two,zero,two,three,seven,one,five
two,four,seven,three,eight,five,one,one,zero,one,one,seven,one,two
two,one,two,five,one,one,two,two,zero,two,three,seven,one,six
two,one,three,four,one,three,two,four,two,one,one,seven,one,eight
two,four,seven,four,eight,five,one,one,zero,two,four,seven,one,two
one,one,five,four,one,two,three,six,one,one,one,seven,one,eight
two,five,one,two,six,five,one,four,two,three,one,seven,one,one
two,five,one,two,six,five,one,three,one,three,one,seven,one,one
one,one,six,five,two,five,two,two,zero,two,one,seven,one,seven
two,five,two,six,four,five,one,two,one,three,one,seven,one,one
two,five,two,five,one,five,one,three,zero,three,one,seven,one,nine
two,three,six,four,four,five,one,two,zero,two,three,seven,one,four
two,three,four,three,one,five,one,three,two,two,three,three,three,four
one,five,five,five,one,five,one,three,zero,one,one,seven,one,nine
two,two,three,three,four,three,one,three,one,two,one,seven,one,six
two,five,three,five,one,five,one,two,zero,three,one,seven,one,eight
two,five,three,five,one,two,one,one,zero,two,three,seven,one,five
two,two,one,two,six,five,two,four,four,one,two,eight,one,one
two,two,one,two,six,five,two,four,four,one,two,eight,one,one
two,one,six,four,eight,five,three,two,zero,one,one,seven,one,nine
two,one,three,six,one,two,two,two,zero,two,three,seven,unknown,eight
one,five,three,six,one,two,one,one,zero,two,three,seven,one,seven
two,one,four,six,one,two,two,two,zero,two,one,seven,one,nine
one,five,three,six,one,two,one,three,zero,two,three,two,three,six
two,three,four,unknown,one,four,one,one,zero,two,five,seven,one,six
one,one,four,five,two,two,three,three,one,two,three,two,two,four
two,three,seven,two,eight,five,one,one,zero,one,four,unknown,one,one
one,five,three,five,six,three,one,three,zero,two,five,two,three,two
one,five,two,four,six,unknown,one,four,two,three,one,seven,one,one
two,five,two,four,two,five,one,one,zero,two,three,seven,one,three
one,three,five,four,one,five,one,two,zero,two,three,seven,one,seven
one,five,two,four,six,five,one,four,one,three,one,two,one,eight
one,one,six,one,three,unknown,two,four,zero,one,one,five,two,five
one,five,three,six,one,two,one,one,zero,two,three,seven,one,eight
one,five,three,six,one,unknown,one,one,zero,two,two,seven,one,six
two,three,seven,three,one,five,one,two,zero,one,one,seven,one,four
one,five,three,four,one,four,one,one,zero,two,three,seven,one,five
one,five,three,six,seven,one,one,one,zero,two,five,two,three,two
two,one,six,four,eight,five,three,four,zero,one,one,seven,one,eight
one,three,seven,four,eight,unknown,one,one,zero,one,one,seven,one,four
two,one,five,four,one,five,two,unknown,zero,one,one,five,one,eight
one,one,seven,one,eight,four,three,one,zero,unknown,four,seven,one,one
two,two,three,five,one,three,one,two,zero,two,three,seven,one,nine
one,five,three,six,one,two,one,one,zero,two,three,seven,one,seven
one,five,two,five,unknown,two,one,two,zero,two,five,seven,one,six
two,three,five,three,one,five,one,one,zero,two,three,seven,one,six
two,one,three,four,four,five,two,two,zero,two,two,seven,one,nine
one,one,five,four,one,unknown,three,three,one,one,one,seven,one,eight
one,one,three,six,one,four,two,two,zero,two,three,three,one,eight
one,four,seven,three,eight,five,one,unknown,zero,two,one,seven,three,two
one,one,four,four,one,five,two,four,two,one,one,three,one,seven
two,five,three,six,two,five,one,unknown,zero,two,one,seven,one,four
one,five,three,five,one,four,one,three,zero,one,one,seven,one,nine
one,five,two,five,two,five,one,three,zero,three,four,seven,one,one
two,three,three,three,one,five,one,two,zero,two,two,seven,one,seven
one,one,two,six,one,four,two,two,zero,two,one,three,one,nine
one,three,five,six,one,two,one,one,zero,two,three,seven,one,six
two,one,six,four,eight,four,three,two,zero,unknown,five,seven,one,two
two,two,two,four,one,five,one,two,zero,two,one,one,one,nine
one,four,three,three,six,four,one,one,zero,one,one,seven,one,four
two,one,three,four,five,five,three,three,one,two,five,seven,one,seven
one,one,three,four,one,five,three,three,one,two,five,seven,one,seven
two,one,six,three,five,five,three,three,zero,one,one,seven,one,five
one,one,three,three,three,four,three,two,zero,one,four,seven,one,two
two,one,three,four,two,five,two,two,zero,one,four,one,one,two
two,four,seven,six,five,four,one,three,zero,three,one,seven,one,five
one,one,three,four,three,two,two,four,zero,two,three,five,two,one
one,five,three,five,seven,two,one,one,zero,unknown,five,two,three,three
two,one,two,three,five,five,two,two,zero,two,three,unknown,two,one
two,five,three,unknown,one,three,one,five,zero,one,one,two,three,six
one,three,six,four,eight,three,one,two,zero,two,one,seven,one,four
one,five,two,four,nine,five,one,nine,five,three,one,eight,one,one
one,one,five,five,three,four,two,four,two,one,one,two,one,six
one,five,two,four,six,two,one,three,zero,three,three,seven,one,nine
two,three,seven,three,one,three,one,one,zero,two,three,seven,one,one
two,five,one,two,nine,five,one,four,two,three,one,seven,one,one
two,five,one,two,two,five,one,four,two,three,one,seven,one,one
two,five,one,two,two,five,one,three,two,three,one,seven,one,two
one,five,one,two,two,five,one,three,two,three,two,one,one,one
one,five,four,six,one,four,one,one,zero,two,three,seven,one,nine
one,one,four,three,three,five,two,four,zero,two,one,five,one,six
one,five,two,three,nine,five,one,four,one,three,one,five,one,seven
one,five,one,two,six,five,one,four,three,three,three,five,one,one
one,five,one,two,two,four,one,two,one,three,three,five,one,six
one,five,one,one,six,five,one,six,zero,three,one,five,two,one
two,five,two,four,six,unknown,one,six,zero,three,one,five,one,six
two,four,five,three,three,five,one,three,zero,two,one,five,two,five
one,five,one,two,six,five,one,four,two,three,one,five,one,one
two,one,five,three,nine,five,two,three,one,two,five,five,one,seven
one,one,six,three,three,five,two,three,one,two,three,five,two,five
one,five,three,three,three,four,one,unknown,three,unknown,two,three,one,two
one,five,two,three,six,two,one,three,one,one,one,unknown,unknown,two
one,three,four,six,two,five,one,three,zero,two,one,five,one,six
one,five,two,four,six,five,one,one,zero,two,one,five,one,two
one,five,three,four,four,five,one,four,zero,three,two,five,one,three
two,one,six,one,five,four,three,seven,one,one,one,five,two,three
one,five,one,one,nine,five,one,three,two,three,two,five,one,four
one,five,one,two,six,five,one,four,two,three,one,five,one,one
one,five,two,four,one,unknown,one,one,zero,one,one,five,unknown,six
two,five,two,two,two,five,one,six,zero,two,one,five,one,one
one,two,two,one,three,three,two,five,two,two,one,five,two,six
one,three,three,three,one,five,one,one,zero,two,one,five,two,one
one,two,three,four,three,five,one,three,zero,two,four,five,one,five
two,five,one,two,six,five,one,three,zero,three,one,five,two,one
